subscription_id,user_id,plan,monthly_price,trial_start_date,paid_start_date,end_date,status
14180,21080,Standard,12,7/18/24,,8/1/24,trial_expired
14181,21082,Pro,24,10/4/24,,10/18/24,trial_expired
14182,21083,Standard,12,5/1/24,,5/15/24,trial_expired
14183,21085,Pro,24,9/9/24,,9/23/24,trial_expired
14184,21086,Standard,12,5/22/24,,6/5/24,trial_expired
14185,21088,Pro,24,4/18/24,,5/2/24,trial_expired
14186,21090,Pro,24,6/24/24,7/8/24,,active
14187,21092,Pro,24,12/24/24,1/7/25,,active
14188,21093,Pro,24,7/30/24,,8/13/24,trial_expired
14189,21094,Pro,24,10/6/24,,10/20/24,trial_expired
14190,21095,Standard,12,8/12/24,8/26/24,,active
14191,21096,Standard,12,2/9/24,,2/23/24,trial_expired
14192,21097,Standard,12,12/18/24,,1/1/25,trial_expired
14193,21098,Standard,12,7/1/24,,7/15/24,trial_expired
14194,21100,Standard,12,9/11/24,,9/25/24,trial_expired
14195,21101,Standard,12,2/16/24,3/1/24,3/17/24,churned
14196,21102,Pro,24,6/18/24,,7/2/24,trial_expired
14197,21103,Pro,24,3/22/24,,4/5/24,trial_expired
14198,21104,Standard,12,3/13/24,3/27/24,,active
14199,21105,Standard,12,9/29/24,,10/13/24,trial_expired
14200,21107,Pro,24,12/20/24,1/3/25,,active
14201,21108,Standard,12,6/30/24,,7/14/24,trial_expired
14202,21109,Pro,24,7/14/24,,7/28/24,trial_expired
14203,21110,Standard,12,5/3/24,,5/17/24,trial_expired
14204,21111,Standard,12,2/8/24,,2/22/24,trial_expired
14205,21112,Standard,12,8/17/24,8/31/24,9/17/24,churned
14206,21115,Pro,24,8/6/24,8/20/24,9/12/24,churned
14207,21116,Pro,24,4/1/24,,4/15/24,trial_expired
14208,21117,Pro,24,7/4/24,,7/18/24,trial_expired
14209,21118,Standard,12,5/8/24,,5/22/24,trial_expired
14210,21119,Pro,24,4/10/24,,4/24/24,trial_expired
14211,21121,Pro,24,1/7/24,,1/21/24,trial_expired
14212,21122,Standard,12,4/20/24,5/4/24,5/28/24,churned
14213,21124,Standard,12,7/8/24,,7/22/24,trial_expired
14214,21127,Standard,12,10/11/24,,10/25/24,trial_expired
14215,21128,Standard,12,7/21/24,,8/4/24,trial_expired
14216,21130,Standard,12,1/18/24,2/1/24,2/29/24,churned
14217,21131,Standard,12,11/3/24,,11/17/24,trial_expired
14218,21132,Pro,24,6/21/24,,7/5/24,trial_expired
14219,21133,Pro,24,5/11/24,,5/25/24,trial_expired
14220,21135,Pro,24,10/13/24,10/27/24,,active
14221,21136,Standard,12,7/26/24,,8/9/24,trial_expired
14222,21137,Standard,12,3/5/24,,3/19/24,trial_expired
14223,21138,Standard,12,12/8/24,,12/22/24,trial_expired
14224,21139,Standard,12,2/19/24,,3/4/24,trial_expired
14225,21141,Standard,12,6/26/24,,7/10/24,trial_expired
14226,21142,Standard,12,12/15/24,,12/29/24,trial_expired
14227,21144,Pro,24,6/14/24,6/28/24,,active
14228,21145,Pro,24,10/28/24,,11/11/24,trial_expired
14229,21146,Standard,12,2/9/24,,2/23/24,trial_expired
14230,21148,Standard,12,5/24/24,,6/7/24,trial_expired
14231,21149,Standard,12,8/25/24,9/8/24,10/4/24,churned
14232,21150,Standard,12,1/4/24,,1/18/24,trial_expired
14233,21151,Pro,24,7/22/24,8/5/24,,active
14234,21152,Standard,12,12/24/24,1/7/25,,active
14235,21155,Standard,12,7/27/24,,8/10/24,trial_expired
14236,21156,Pro,24,3/15/24,3/29/24,,active
14237,21157,Pro,24,4/20/24,,5/4/24,trial_expired
14238,21158,Standard,12,12/6/24,,12/20/24,trial_expired
14239,21159,Pro,24,1/1/25,,1/15/25,trial_expired
14240,21160,Standard,12,4/12/24,4/26/24,5/24/24,churned
14241,21162,Pro,24,6/5/24,6/19/24,,active
14242,21164,Standard,12,2/8/24,2/22/24,,active
14243,21165,Standard,12,3/3/24,,3/17/24,trial_expired
14244,21166,Standard,12,6/20/24,7/4/24,7/21/24,churned
14245,21167,Standard,12,4/9/24,,4/23/24,trial_expired
14246,21168,Standard,12,11/13/24,,11/27/24,trial_expired
14247,21172,Standard,12,11/7/24,,11/21/24,trial_expired
14248,21173,Standard,12,3/11/24,,3/25/24,trial_expired
14249,21174,Standard,12,11/26/24,,12/10/24,trial_expired
14250,21176,Standard,12,12/8/24,,12/22/24,trial_expired
14251,21177,Pro,24,2/29/24,,3/14/24,trial_expired
14252,21178,Standard,12,11/1/24,,11/15/24,trial_expired
14253,21180,Standard,12,11/1/24,,11/15/24,trial_expired
14254,21181,Pro,24,8/16/24,8/30/24,,active
14255,21182,Pro,24,1/9/24,,1/23/24,trial_expired
14256,21183,Pro,24,10/21/24,,11/4/24,trial_expired
14257,21184,Standard,12,2/14/24,,2/28/24,trial_expired
14258,21185,Standard,12,7/30/24,8/13/24,,active
14259,21186,Standard,12,5/17/24,,5/31/24,trial_expired
14260,21188,Pro,24,11/16/24,,11/30/24,trial_expired
14261,21190,Standard,12,10/14/24,,10/28/24,trial_expired
14262,21191,Standard,12,12/5/24,12/19/24,,active
14263,21192,Pro,24,9/20/24,,10/4/24,trial_expired
14264,21193,Standard,12,5/12/24,,5/26/24,trial_expired
14265,21195,Pro,24,4/5/24,,4/19/24,trial_expired
14266,21198,Standard,12,10/31/24,,11/14/24,trial_expired
14267,21199,Standard,12,8/26/24,,9/9/24,trial_expired
14268,21201,Standard,12,2/16/24,,3/1/24,trial_expired
14269,21203,Pro,24,10/26/24,,11/9/24,trial_expired
14270,21204,Standard,12,8/2/24,8/16/24,,active
14271,21207,Standard,12,4/1/24,,4/15/24,trial_expired
14272,21211,Standard,12,9/22/24,,10/6/24,trial_expired
14273,21212,Standard,12,3/30/24,4/13/24,5/5/24,churned
14274,21213,Standard,12,4/16/24,,4/30/24,trial_expired
14275,21214,Pro,24,1/15/24,,1/29/24,trial_expired
14276,21215,Standard,12,8/31/24,,9/14/24,trial_expired
14277,21216,Pro,24,10/6/24,,10/20/24,trial_expired
14278,21219,Pro,24,10/15/24,,10/29/24,trial_expired
14279,21220,Standard,12,6/14/24,6/28/24,,active
14280,21222,Pro,24,4/26/24,,5/10/24,trial_expired
14281,21223,Standard,12,3/10/24,,3/24/24,trial_expired
14282,21229,Pro,24,1/14/24,,1/28/24,trial_expired
14283,21231,Pro,24,2/26/24,3/11/24,3/28/24,churned
14284,21232,Standard,12,4/2/24,,4/16/24,trial_expired
14285,21234,Standard,12,6/14/24,,6/28/24,trial_expired
14286,21235,Pro,24,7/5/24,,7/19/24,trial_expired
14287,21236,Standard,12,7/25/24,,8/8/24,trial_expired
14288,21237,Standard,12,5/31/24,,6/14/24,trial_expired
14289,21238,Pro,24,7/18/24,8/1/24,,active
14290,21239,Pro,24,6/16/24,,6/30/24,trial_expired
14291,21241,Pro,24,1/31/24,,2/14/24,trial_expired
14292,21242,Pro,24,8/15/24,,8/29/24,trial_expired
14293,21244,Standard,12,5/31/24,,6/14/24,trial_expired
14294,21245,Pro,24,8/2/24,,8/16/24,trial_expired
14295,21247,Standard,12,12/26/24,,1/9/25,trial_expired
14296,21248,Standard,12,7/15/24,,7/29/24,trial_expired
14297,21249,Standard,12,4/18/24,,5/2/24,trial_expired
14298,21250,Pro,24,10/24/24,,11/7/24,trial_expired
14299,21253,Standard,12,11/12/24,11/26/24,,active
14300,21256,Pro,24,2/22/24,,3/7/24,trial_expired
14301,21257,Standard,12,1/25/24,,2/8/24,trial_expired
14302,21258,Pro,24,12/26/24,,1/9/25,trial_expired
14303,21260,Standard,12,5/17/24,5/31/24,6/16/24,churned
14304,21261,Pro,24,7/19/24,,8/2/24,trial_expired
14305,21262,Pro,24,5/31/24,,6/14/24,trial_expired
14306,21263,Standard,12,2/11/24,,2/25/24,trial_expired
14307,21264,Standard,12,3/23/24,,4/6/24,trial_expired
14308,21265,Standard,12,7/16/24,7/30/24,,active
14309,21266,Pro,24,6/25/24,,7/9/24,trial_expired
14310,21267,Standard,12,10/27/24,,11/10/24,trial_expired
14311,21268,Standard,12,5/9/24,5/23/24,,active
14312,21269,Standard,12,12/13/24,,12/27/24,trial_expired
14313,21270,Pro,24,4/26/24,,5/10/24,trial_expired
14314,21271,Standard,12,5/17/24,,5/31/24,trial_expired
14315,21274,Pro,24,5/11/24,,5/25/24,trial_expired
14316,21275,Standard,12,6/9/24,,6/23/24,trial_expired
14317,21276,Standard,12,11/11/24,11/25/24,12/13/24,churned
14318,21277,Standard,12,2/8/24,2/22/24,,active
14319,21279,Pro,24,7/27/24,,8/10/24,trial_expired
14320,21281,Pro,24,8/8/24,,8/22/24,trial_expired
14321,21282,Standard,12,7/12/24,,7/26/24,trial_expired
14322,21284,Pro,24,2/20/24,,3/5/24,trial_expired
14323,21286,Standard,12,2/23/24,,3/8/24,trial_expired
14324,21287,Pro,24,10/5/24,10/19/24,11/17/24,churned
14325,21289,Pro,24,4/19/24,,5/3/24,trial_expired
14326,21291,Standard,12,11/23/24,,12/7/24,trial_expired
14327,21292,Standard,12,7/8/24,,7/22/24,trial_expired
14328,21293,Standard,12,1/5/24,1/19/24,2/4/24,churned
14329,21294,Standard,12,1/27/24,,2/10/24,trial_expired
14330,21296,Standard,12,9/17/24,,10/1/24,trial_expired
14331,21299,Pro,24,9/30/24,,10/14/24,trial_expired
14332,21300,Standard,12,5/6/24,,5/20/24,trial_expired
14333,21307,Standard,12,11/9/24,,11/23/24,trial_expired
14334,21308,Standard,12,4/29/24,,5/13/24,trial_expired
14335,21309,Pro,24,12/20/24,1/3/25,1/26/25,churned
14336,21310,Standard,12,5/13/24,,5/27/24,trial_expired
14337,21311,Standard,12,12/3/24,,12/17/24,trial_expired
14338,21312,Standard,12,11/24/24,12/8/24,,active
14339,21314,Pro,24,1/18/24,2/1/24,2/23/24,churned
14340,21317,Standard,12,5/16/24,,5/30/24,trial_expired
14341,21318,Standard,12,7/12/24,,7/26/24,trial_expired
14342,21319,Pro,24,9/5/24,,9/19/24,trial_expired
14343,21322,Standard,12,6/21/24,7/5/24,8/3/24,churned
14344,21328,Standard,12,10/24/24,11/7/24,,active
14345,21329,Pro,24,7/19/24,,8/2/24,trial_expired
14346,21331,Standard,12,10/10/24,10/24/24,,active
14347,21332,Pro,24,2/10/24,,2/24/24,trial_expired
14348,21333,Standard,12,12/24/24,,1/7/25,trial_expired
14349,21335,Pro,24,11/22/24,,12/6/24,trial_expired
14350,21336,Pro,24,11/26/24,,12/10/24,trial_expired
14351,21337,Standard,12,7/22/24,,8/5/24,trial_expired
14352,21340,Standard,12,4/28/24,,5/12/24,trial_expired
14353,21341,Standard,12,11/14/24,,11/28/24,trial_expired
14354,21342,Standard,12,3/26/24,,4/9/24,trial_expired
14355,21343,Pro,24,11/22/24,,12/6/24,trial_expired
14356,21344,Standard,12,8/2/24,,8/16/24,trial_expired
14357,21345,Pro,24,11/12/24,,11/26/24,trial_expired
14358,21346,Pro,24,7/15/24,7/29/24,8/26/24,churned
14359,21350,Pro,24,4/2/24,,4/16/24,trial_expired
14360,21351,Standard,12,2/8/24,2/22/24,,active
14361,21352,Pro,24,8/17/24,,8/31/24,trial_expired
14362,21353,Pro,24,8/26/24,,9/9/24,trial_expired
14363,21354,Standard,12,8/29/24,,9/12/24,trial_expired
14364,21355,Pro,24,1/18/24,,2/1/24,trial_expired
14365,21356,Standard,12,1/12/24,,1/26/24,trial_expired
14366,21357,Standard,12,11/27/24,,12/11/24,trial_expired
14367,21361,Standard,12,3/9/24,3/23/24,4/14/24,churned
14368,21362,Standard,12,11/1/24,,11/15/24,trial_expired
14369,21364,Standard,12,9/5/24,,9/19/24,trial_expired
14370,21365,Standard,12,9/4/24,9/18/24,,active
14371,21366,Pro,24,11/16/24,,11/30/24,trial_expired
14372,21367,Pro,24,5/15/24,,5/29/24,trial_expired
14373,21368,Standard,12,5/13/24,5/27/24,6/13/24,churned
14374,21369,Standard,12,6/21/24,,7/5/24,trial_expired
14375,21370,Pro,24,12/27/24,,1/10/25,trial_expired
14376,21371,Standard,12,8/5/24,,8/19/24,trial_expired
14377,21372,Standard,12,8/2/24,8/16/24,9/7/24,churned
14378,21373,Standard,12,10/30/24,,11/13/24,trial_expired
14379,21374,Pro,24,3/16/24,,3/30/24,trial_expired
14380,21375,Standard,12,6/13/24,,6/27/24,trial_expired
14381,21376,Standard,12,9/6/24,,9/20/24,trial_expired
14382,21377,Standard,12,12/28/24,1/11/25,1/29/25,churned
14383,21379,Standard,12,6/29/24,,7/13/24,trial_expired
14384,21380,Standard,12,12/1/24,,12/15/24,trial_expired
14385,21381,Standard,12,10/4/24,,10/18/24,trial_expired
14386,21382,Standard,12,8/25/24,,9/8/24,trial_expired
14387,21383,Standard,12,4/17/24,,5/1/24,trial_expired
14388,21384,Standard,12,3/21/24,4/4/24,4/29/24,churned
14389,21385,Standard,12,6/2/24,,6/16/24,trial_expired
14390,21388,Pro,24,10/3/24,10/17/24,,active
14391,21390,Pro,24,3/13/24,,3/27/24,trial_expired
14392,21392,Pro,24,10/18/24,11/1/24,,active
14393,21393,Standard,12,3/10/24,3/24/24,,active
14394,21394,Pro,24,3/3/24,,3/17/24,trial_expired
14395,21395,Standard,12,6/3/24,,6/17/24,trial_expired
14396,21398,Standard,12,5/9/24,,5/23/24,trial_expired
14397,21399,Standard,12,11/23/24,,12/7/24,trial_expired
14398,21400,Standard,12,1/26/24,,2/9/24,trial_expired
14399,21401,Standard,12,8/10/24,,8/24/24,trial_expired
14400,21402,Standard,12,8/8/24,,8/22/24,trial_expired
14401,21403,Standard,12,7/29/24,,8/12/24,trial_expired
14402,21405,Standard,12,1/8/24,,1/22/24,trial_expired
14403,21406,Standard,12,1/22/24,,2/5/24,trial_expired
14404,21409,Pro,24,6/13/24,,6/27/24,trial_expired
14405,21410,Standard,12,7/6/24,,7/20/24,trial_expired
14406,21411,Pro,24,12/25/24,1/8/25,,active
14407,21413,Standard,12,10/17/24,,10/31/24,trial_expired
14408,21415,Pro,24,11/29/24,12/13/24,1/3/25,churned
14409,21416,Standard,12,8/15/24,,8/29/24,trial_expired
14410,21419,Standard,12,6/13/24,6/27/24,,active
14411,21420,Standard,12,12/17/24,,12/31/24,trial_expired
14412,21421,Pro,24,12/27/24,,1/10/25,trial_expired
14413,21422,Pro,24,8/18/24,,9/1/24,trial_expired
14414,21423,Standard,12,4/2/24,4/16/24,,active
14415,21426,Pro,24,8/14/24,,8/28/24,trial_expired
14416,21427,Pro,24,2/7/24,,2/21/24,trial_expired
14417,21428,Standard,12,11/1/24,,11/15/24,trial_expired
14418,21429,Pro,24,12/18/24,1/1/25,,active
14419,21430,Pro,24,2/12/24,,2/26/24,trial_expired
14420,21432,Pro,24,11/17/24,12/1/24,12/17/24,churned
14421,21434,Pro,24,4/13/24,,4/27/24,trial_expired
14422,21435,Standard,12,6/6/24,6/20/24,,active
14423,21436,Standard,12,11/10/24,,11/24/24,trial_expired
14424,21439,Standard,12,4/18/24,,5/2/24,trial_expired
14425,21441,Standard,12,1/17/24,,1/31/24,trial_expired
14426,21442,Pro,24,9/1/24,9/15/24,,active
14427,21444,Pro,24,10/22/24,,11/5/24,trial_expired
14428,21445,Standard,12,10/7/24,10/21/24,,active
14429,21446,Standard,12,11/18/24,12/2/24,,active
14430,21447,Standard,12,3/9/24,,3/23/24,trial_expired
14431,21448,Standard,12,8/22/24,,9/5/24,trial_expired
14432,21449,Standard,12,10/23/24,11/6/24,,active
14433,21454,Standard,12,7/15/24,,7/29/24,trial_expired
14434,21456,Standard,12,11/9/24,,11/23/24,trial_expired
14435,21457,Standard,12,10/3/24,,10/17/24,trial_expired
14436,21458,Standard,12,12/26/24,1/9/25,1/27/25,churned
14437,21460,Standard,12,2/10/24,,2/24/24,trial_expired
14438,21461,Standard,12,2/5/24,,2/19/24,trial_expired
14439,21462,Standard,12,11/2/24,,11/16/24,trial_expired
14440,21463,Pro,24,5/26/24,,6/9/24,trial_expired
14441,21466,Standard,12,3/25/24,,4/8/24,trial_expired
14442,21467,Standard,12,10/19/24,,11/2/24,trial_expired
14443,21468,Pro,24,11/12/24,,11/26/24,trial_expired
14444,21473,Standard,12,12/6/24,,12/20/24,trial_expired
14445,21474,Pro,24,4/11/24,4/25/24,,active
14446,21475,Pro,24,8/22/24,9/5/24,9/30/24,churned
14447,21476,Standard,12,3/2/24,,3/16/24,trial_expired
14448,21477,Standard,12,10/12/24,,10/26/24,trial_expired
14449,21478,Standard,12,2/24/24,,3/9/24,trial_expired
14450,21479,Standard,12,1/1/25,,1/15/25,trial_expired
14451,21480,Pro,24,2/11/24,2/25/24,,active
14452,21482,Pro,24,10/22/24,,11/5/24,trial_expired
14453,21483,Pro,24,4/16/24,,4/30/24,trial_expired
14454,21484,Standard,12,4/16/24,,4/30/24,trial_expired
14455,21485,Pro,24,8/19/24,,9/2/24,trial_expired
14456,21486,Standard,12,9/2/24,9/16/24,,active
14457,21487,Pro,24,10/3/24,,10/17/24,trial_expired
14458,21490,Standard,12,12/7/24,,12/21/24,trial_expired
14459,21492,Pro,24,8/8/24,8/22/24,,active
14460,21493,Standard,12,12/7/24,,12/21/24,trial_expired
14461,21496,Pro,24,4/10/24,,4/24/24,trial_expired
14462,21498,Pro,24,5/17/24,,5/31/24,trial_expired
14463,21499,Standard,12,10/5/24,10/19/24,,active
14464,21500,Pro,24,7/26/24,,8/9/24,trial_expired
14465,21501,Standard,12,4/19/24,,5/3/24,trial_expired
14466,21503,Standard,12,9/23/24,,10/7/24,trial_expired
14467,21504,Standard,12,10/24/24,,11/7/24,trial_expired
14468,21505,Standard,12,5/30/24,6/13/24,,active
14469,21507,Standard,12,5/24/24,6/7/24,,active
14470,21508,Standard,12,9/1/24,,9/15/24,trial_expired
14471,21509,Standard,12,10/14/24,,10/28/24,trial_expired
14472,21513,Pro,24,11/23/24,12/7/24,,active
14473,21514,Standard,12,4/18/24,,5/2/24,trial_expired
14474,21516,Standard,12,7/31/24,,8/14/24,trial_expired
14475,21517,Standard,12,10/17/24,10/31/24,11/27/24,churned
14476,21518,Pro,24,10/18/24,11/1/24,,active
14477,21519,Standard,12,4/29/24,5/13/24,,active
14478,21522,Pro,24,12/15/24,12/29/24,1/27/25,churned
14479,21523,Pro,24,7/3/24,,7/17/24,trial_expired
14480,21524,Standard,12,12/27/24,1/10/25,,active
14481,21525,Pro,24,10/23/24,11/6/24,,active
14482,21526,Pro,24,9/9/24,,9/23/24,trial_expired
14483,21528,Standard,12,11/12/24,,11/26/24,trial_expired
14484,21529,Standard,12,10/16/24,10/30/24,,active
14485,21530,Standard,12,8/16/24,,8/30/24,trial_expired
14486,21533,Standard,12,9/6/24,9/20/24,10/8/24,churned
14487,21536,Standard,12,5/18/24,,6/1/24,trial_expired
14488,21537,Pro,24,5/17/24,5/31/24,6/27/24,churned
14489,21539,Pro,24,1/25/24,,2/8/24,trial_expired
14490,21540,Pro,24,1/20/24,,2/3/24,trial_expired
14491,21541,Standard,12,10/3/24,10/17/24,11/9/24,churned
14492,21542,Pro,24,5/8/24,,5/22/24,trial_expired
14493,21544,Standard,12,2/7/24,2/21/24,,active
14494,21548,Standard,12,8/11/24,8/25/24,,active
14495,21549,Standard,12,6/9/24,6/23/24,7/8/24,churned
14496,21550,Pro,24,7/29/24,8/12/24,8/27/24,churned
14497,21552,Standard,12,9/24/24,,10/8/24,trial_expired
14498,21553,Standard,12,12/21/24,,1/4/25,trial_expired
14499,21554,Standard,12,2/25/24,,3/10/24,trial_expired
14500,21555,Pro,24,3/6/24,,3/20/24,trial_expired
14501,21556,Standard,12,8/30/24,,9/13/24,trial_expired
14502,21559,Standard,12,9/16/24,,9/30/24,trial_expired
14503,21560,Standard,12,8/29/24,,9/12/24,trial_expired
14504,21561,Standard,12,4/2/24,,4/16/24,trial_expired
14505,21563,Standard,12,2/14/24,,2/28/24,trial_expired
14506,21564,Pro,24,5/15/24,5/29/24,6/25/24,churned
14507,21565,Standard,12,10/7/24,,10/21/24,trial_expired
14508,21566,Pro,24,8/27/24,9/10/24,9/28/24,churned
14509,21567,Standard,12,8/21/24,,9/4/24,trial_expired
14510,21568,Standard,12,9/20/24,,10/4/24,trial_expired
14511,21569,Pro,24,9/5/24,,9/19/24,trial_expired
14512,21571,Standard,12,8/11/24,8/25/24,9/12/24,churned
14513,21573,Standard,12,10/18/24,,11/1/24,trial_expired
14514,21574,Pro,24,4/19/24,5/3/24,,active
14515,21575,Standard,12,10/14/24,,10/28/24,trial_expired
14516,21576,Pro,24,4/26/24,5/10/24,5/25/24,churned
14517,21577,Standard,12,7/11/24,7/25/24,,active
14518,21579,Standard,12,8/31/24,,9/14/24,trial_expired
14519,21580,Standard,12,2/8/24,,2/22/24,trial_expired
14520,21581,Standard,12,6/26/24,,7/10/24,trial_expired
14521,21583,Pro,24,12/29/24,1/12/25,2/1/25,churned
14522,21584,Standard,12,7/4/24,,7/18/24,trial_expired
14523,21585,Pro,24,2/7/24,,2/21/24,trial_expired
14524,21586,Standard,12,5/30/24,,6/13/24,trial_expired
14525,21589,Standard,12,11/19/24,,12/3/24,trial_expired
14526,21590,Pro,24,7/30/24,,8/13/24,trial_expired
14527,21592,Standard,12,6/10/24,,6/24/24,trial_expired
14528,21593,Pro,24,1/13/24,,1/27/24,trial_expired
14529,21595,Standard,12,7/8/24,,7/22/24,trial_expired
14530,21597,Pro,24,9/10/24,,9/24/24,trial_expired
14531,21600,Standard,12,11/25/24,,12/9/24,trial_expired
14532,21602,Standard,12,6/11/24,,6/25/24,trial_expired
14533,21604,Pro,24,5/27/24,,6/10/24,trial_expired
14534,21606,Standard,12,10/29/24,,11/12/24,trial_expired
14535,21609,Standard,12,7/5/24,,7/19/24,trial_expired
14536,21611,Standard,12,1/20/24,,2/3/24,trial_expired
14537,21613,Standard,12,8/1/24,,8/15/24,trial_expired
14538,21615,Pro,24,7/1/24,7/15/24,8/6/24,churned
14539,21616,Standard,12,4/28/24,5/12/24,,active
14540,21617,Standard,12,1/11/24,,1/25/24,trial_expired
14541,21618,Standard,12,7/7/24,,7/21/24,trial_expired
14542,21619,Standard,12,9/7/24,9/21/24,10/14/24,churned
14543,21620,Standard,12,5/18/24,,6/1/24,trial_expired
14544,21621,Standard,12,10/21/24,,11/4/24,trial_expired
14545,21622,Standard,12,3/2/24,,3/16/24,trial_expired
14546,21623,Standard,12,2/8/24,,2/22/24,trial_expired
14547,21625,Standard,12,12/6/24,,12/20/24,trial_expired
14548,21626,Standard,12,6/13/24,,6/27/24,trial_expired
14549,21628,Standard,12,11/14/24,,11/28/24,trial_expired
14550,21630,Standard,12,2/21/24,,3/6/24,trial_expired
14551,21631,Standard,12,2/19/24,,3/4/24,trial_expired
14552,21632,Standard,12,2/25/24,,3/10/24,trial_expired
14553,21636,Standard,12,3/11/24,,3/25/24,trial_expired
14554,21637,Standard,12,2/22/24,3/7/24,3/24/24,churned
14555,21638,Standard,12,10/8/24,,10/22/24,trial_expired
14556,21639,Standard,12,11/25/24,,12/9/24,trial_expired
14557,21641,Standard,12,10/18/24,,11/1/24,trial_expired
14558,21642,Standard,12,4/26/24,,5/10/24,trial_expired
14559,21643,Standard,12,8/16/24,,8/30/24,trial_expired
14560,21644,Standard,12,6/26/24,,7/10/24,trial_expired
14561,21645,Standard,12,2/9/24,,2/23/24,trial_expired
14562,21646,Pro,24,7/13/24,,7/27/24,trial_expired
14563,21647,Standard,12,11/12/24,,11/26/24,trial_expired
14564,21648,Pro,24,1/25/24,,2/8/24,trial_expired
14565,21649,Standard,12,7/8/24,,7/22/24,trial_expired
14566,21650,Standard,12,11/21/24,,12/5/24,trial_expired
14567,21652,Standard,12,7/15/24,,7/29/24,trial_expired
14568,21653,Standard,12,3/15/24,3/29/24,,active
14569,21654,Standard,12,11/12/24,11/26/24,12/24/24,churned
14570,21655,Standard,12,3/7/24,3/21/24,,active
14571,21656,Standard,12,4/24/24,,5/8/24,trial_expired
14572,21657,Standard,12,2/22/24,3/7/24,3/27/24,churned
14573,21658,Standard,12,7/1/24,,7/15/24,trial_expired
14574,21659,Standard,12,9/1/24,,9/15/24,trial_expired
14575,21660,Pro,24,11/7/24,11/21/24,12/13/24,churned
14576,21661,Standard,12,7/2/24,7/16/24,8/14/24,churned
14577,21663,Pro,24,8/21/24,,9/4/24,trial_expired
14578,21665,Standard,12,3/14/24,,3/28/24,trial_expired
14579,21666,Standard,12,3/21/24,,4/4/24,trial_expired
14580,21668,Standard,12,10/2/24,,10/16/24,trial_expired
14581,21669,Standard,12,3/26/24,,4/9/24,trial_expired
14582,21671,Pro,24,5/25/24,,6/8/24,trial_expired
14583,21672,Standard,12,6/25/24,7/9/24,,active
14584,21674,Standard,12,3/1/24,,3/15/24,trial_expired
14585,21675,Standard,12,5/11/24,,5/25/24,trial_expired
14586,21676,Standard,12,11/21/24,,12/5/24,trial_expired
14587,21677,Standard,12,10/31/24,,11/14/24,trial_expired
14588,21678,Pro,24,2/13/24,,2/27/24,trial_expired
14589,21681,Standard,12,4/24/24,,5/8/24,trial_expired
14590,21682,Standard,12,11/4/24,,11/18/24,trial_expired
14591,21683,Standard,12,7/13/24,,7/27/24,trial_expired
14592,21684,Standard,12,11/13/24,,11/27/24,trial_expired
14593,21685,Pro,24,2/16/24,,3/1/24,trial_expired
14594,21686,Pro,24,12/22/24,,1/5/25,trial_expired
14595,21687,Standard,12,10/18/24,,11/1/24,trial_expired
14596,21688,Standard,12,10/6/24,,10/20/24,trial_expired
14597,21689,Standard,12,12/12/24,,12/26/24,trial_expired
14598,21691,Standard,12,3/6/24,,3/20/24,trial_expired
14599,21693,Standard,12,11/3/24,11/17/24,,active
14600,21694,Standard,12,11/17/24,,12/1/24,trial_expired
14601,21696,Standard,12,10/5/24,,10/19/24,trial_expired
14602,21697,Pro,24,4/13/24,,4/27/24,trial_expired
14603,21698,Standard,12,4/5/24,4/19/24,,active
14604,21702,Standard,12,10/17/24,,10/31/24,trial_expired
14605,21703,Standard,12,7/28/24,8/11/24,,active
14606,21707,Standard,12,9/22/24,10/6/24,10/27/24,churned
14607,21709,Standard,12,3/17/24,,3/31/24,trial_expired
14608,21710,Standard,12,11/1/24,,11/15/24,trial_expired
14609,21712,Pro,24,11/1/24,,11/15/24,trial_expired
14610,21714,Standard,12,5/24/24,,6/7/24,trial_expired
14611,21716,Pro,24,7/10/24,,7/24/24,trial_expired
14612,21717,Standard,12,4/2/24,4/16/24,,active
14613,21719,Standard,12,7/3/24,,7/17/24,trial_expired
14614,21720,Pro,24,7/19/24,,8/2/24,trial_expired
14615,21722,Standard,12,6/14/24,6/28/24,,active
14616,21724,Standard,12,12/20/24,,1/3/25,trial_expired
14617,21726,Standard,12,1/7/24,,1/21/24,trial_expired
14618,21727,Standard,12,11/13/24,,11/27/24,trial_expired
14619,21728,Standard,12,12/16/24,12/30/24,,active
14620,21729,Standard,12,9/19/24,,10/3/24,trial_expired
14621,21730,Standard,12,6/13/24,,6/27/24,trial_expired
14622,21732,Standard,12,11/8/24,11/22/24,,active
14623,21734,Standard,12,2/15/24,,2/29/24,trial_expired
14624,21735,Standard,12,11/21/24,,12/5/24,trial_expired
14625,21736,Standard,12,8/28/24,,9/11/24,trial_expired
14626,21738,Pro,24,2/18/24,,3/3/24,trial_expired
14627,21739,Standard,12,1/20/24,,2/3/24,trial_expired
14628,21740,Pro,24,12/15/24,12/29/24,,active
14629,21742,Pro,24,9/30/24,,10/14/24,trial_expired
14630,21743,Pro,24,1/2/24,1/16/24,2/14/24,churned
14631,21744,Standard,12,10/27/24,,11/10/24,trial_expired
14632,21746,Standard,12,12/7/24,,12/21/24,trial_expired
14633,21747,Standard,12,7/24/24,,8/7/24,trial_expired
14634,21748,Standard,12,10/25/24,,11/8/24,trial_expired
14635,21751,Standard,12,12/16/24,,12/30/24,trial_expired
