user_id,variant,signup_date,device,country,acquisition_channel,pre_engagement_7d,trial_started,converted,retained,plan,revenue
20435,B,2024-06-04,desktop,UK,Paid Search,14,0,0,0,NULL,0
20436,B,2024-07-18,mobile,US,Email,8,0,0,0,NULL,0
20437,B,2024-11-17,mobile,DE,Social,4,1,0,0,Standard,0
20438,B,2024-10-15,desktop,US,Organic,9,1,0,0,Standard,0
20439,B,2024-06-01,desktop,DE,Organic,10,1,0,0,Pro,0
20440,A,2024-01-10,mobile,IN,Organic,8,0,0,0,NULL,0
20441,A,2024-11-22,desktop,CA,Paid Search,8,0,0,0,NULL,0
20442,B,2024-10-23,desktop,UK,Social,15,1,0,0,Standard,0
20443,A,2024-06-27,mobile,IN,Referral,6,1,0,0,Pro,0
20444,A,2024-08-01,mobile,DE,Organic,5,1,0,0,Standard,0
20445,B,2024-03-26,mobile,US,Social,8,1,1,1,Pro,216.00
20446,B,2024-06-14,mobile,BR,Organic,9,0,0,0,NULL,0
20447,A,2024-03-09,mobile,CA,Paid Search,12,0,0,0,NULL,0
20448,B,2024-03-28,mobile,BR,Paid Search,9,1,0,0,Pro,0
20449,B,2024-11-11,desktop,BR,Email,11,1,1,1,Standard,24.00
20450,A,2024-05-26,mobile,US,Organic,5,0,0,0,NULL,0
20451,B,2024-11-01,mobile,BR,Organic,9,0,0,0,NULL,0
20452,B,2024-07-07,desktop,NULL,Organic,11,1,0,0,Standard,0
20453,A,2024-01-31,desktop,IN,Organic,12,1,0,0,Pro,0
20454,B,2024-05-26,desktop,US,Organic,8,1,1,1,Pro,168.00
20455,A,2024-03-07,mobile,US,Email,6,0,0,0,NULL,0
20456,B,2024-09-22,mobile,US,Organic,4,1,1,0,Pro,24.00
20457,B,2024-12-02,desktop,US,Paid Search,10,1,0,0,Standard,0
20458,B,2024-10-15,mobile,US,Email,7,1,1,0,Pro,24.00
20459,A,2024-10-20,desktop,CA,Paid Search,7,1,0,0,Standard,0
20460,B,2024-11-16,mobile,CA,Email,8,0,0,0,NULL,0
20461,B,2024-10-20,mobile,US,Social,8,1,0,0,Standard,0
20462,A,2024-08-09,mobile,CA,Social,3,0,0,0,NULL,0
20463,B,2024-09-29,desktop,IN,Paid Search,11,0,0,0,NULL,0
20464,A,2024-06-15,desktop,US,Paid Search,15,1,0,0,Standard,0
20465,B,2024-01-31,desktop,IN,Paid Search,2,0,0,0,NULL,0
20466,A,2024-09-26,mobile,US,Organic,8,1,0,0,Standard,0
20467,B,2024-10-01,desktop,IN,Social,4,1,0,0,Standard,0
20468,B,2024-04-03,desktop,NULL,Organic,4,1,0,0,Pro,0
20469,B,2024-12-16,mobile,UK,Paid Search,10,1,0,0,Standard,0
20470,B,2024-01-23,mobile,CA,Paid Search,14,1,0,0,Standard,0
20471,B,2024-10-06,desktop,IN,Organic,14,0,0,0,NULL,0
20472,A,2024-12-20,desktop,UK,Paid Search,7,1,0,0,Pro,0
20473,B,2024-05-06,mobile,BR,Social,8,1,0,0,Standard,0
20474,B,2024-12-03,mobile,CA,Paid Search,7,0,0,0,NULL,0
20475,A,2024-11-05,mobile,US,Organic,12,1,1,0,Standard,12.00
20476,A,2024-10-09,mobile,BR,Social,11,1,0,0,Pro,0
20477,B,2024-12-16,mobile,US,Organic,9,1,1,1,Standard,12.00
20478,A,2024-09-08,desktop,IN,Social,13,1,0,0,Standard,0
20479,B,2024-07-14,mobile,DE,Social,10,0,0,0,NULL,0
20480,B,2024-09-16,mobile,IN,Paid Search,8,1,1,1,Standard,48.00
20481,A,2024-06-14,desktop,CA,Paid Search,4,1,0,0,Standard,0
20482,B,2024-05-12,mobile,UK,Social,8,0,0,0,NULL,0
20483,A,2024-02-05,mobile,CA,Referral,4,0,0,0,NULL,0
20484,B,2024-06-01,mobile,US,Email,15,1,0,0,Standard,0
20485,B,2024-10-28,mobile,BR,Paid Search,10,1,1,1,Standard,24.00
20486,B,2024-12-13,mobile,IN,Email,9,1,0,0,Pro,0
20487,A,2024-12-23,desktop,IN,Email,10,1,0,0,Standard,0
20488,A,2024-03-27,mobile,IN,Paid Search,8,1,0,0,Standard,0
20489,B,2024-08-10,desktop,US,Paid Search,11,0,0,0,NULL,0
20490,B,2024-08-12,mobile,US,Organic,9,1,1,0,Standard,12.00
20491,B,2024-03-14,mobile,US,Organic,8,0,0,0,NULL,0
20492,A,2024-08-14,mobile,CA,Paid Search,14,1,0,0,Standard,0
20493,B,2024-05-27,mobile,US,Paid Search,8,1,0,0,Standard,0
20494,B,2024-12-12,desktop,CA,Social,8,0,0,0,NULL,0
20495,A,2024-04-15,desktop,DE,Paid Search,7,0,0,0,NULL,0
20496,B,2024-11-08,mobile,US,Social,9,1,1,1,Standard,24.00
20497,B,2024-11-28,mobile,US,Paid Search,13,0,0,0,NULL,0
20498,A,2024-10-06,mobile,DE,Social,7,1,1,1,Standard,36.00
20499,B,2024-03-30,desktop,BR,Organic,8,0,0,0,NULL,0
20500,B,2024-04-17,mobile,DE,Paid Search,8,1,0,0,Standard,0
20501,B,2024-12-21,mobile,US,Social,8,1,0,0,Standard,0
20502,B,2024-02-02,mobile,IN,Paid Search,14,1,0,0,Standard,0
20503,B,2024-02-19,mobile,US,Organic,10,0,0,0,NULL,0
20504,A,2024-12-24,mobile,IN,Organic,14,0,0,0,NULL,0
20505,A,2024-10-20,mobile,IN,Referral,10,1,0,0,Standard,0
20506,A,2024-10-09,mobile,DE,Referral,10,1,0,0,Standard,0
20507,A,2024-03-08,mobile,BR,Paid Search,8,1,0,0,Pro,0
20508,B,2024-07-12,mobile,US,Email,16,1,1,1,Pro,144.00
20509,B,2024-11-10,mobile,BR,Paid Search,7,1,0,0,Pro,0
20510,A,2024-05-14,mobile,DE,Social,6,0,0,0,NULL,0
20511,B,2024-03-21,desktop,CA,Social,6,1,0,0,Standard,0
20512,B,2024-01-05,mobile,BR,Organic,6,0,0,0,NULL,0
20513,B,2024-08-28,mobile,US,Referral,14,1,0,0,Standard,0
20514,A,2024-04-30,mobile,IN,Organic,13,1,0,0,Standard,0
20515,A,2024-11-17,mobile,BR,Referral,9,1,0,0,Pro,0
20516,B,2024-04-26,mobile,IN,Social,10,0,0,0,NULL,0
20517,B,2024-03-05,desktop,NULL,Organic,7,1,1,1,Pro,240.00
20518,A,2024-12-18,desktop,CA,Social,13,1,0,0,Standard,0
20519,A,2024-12-19,mobile,BR,Paid Search,6,1,0,0,Pro,0
20520,B,2024-09-19,mobile,IN,Referral,9,0,0,0,NULL,0
20521,B,2024-12-08,mobile,CA,Organic,16,1,1,0,Standard,12.00
20522,B,2024-03-09,mobile,US,Email,5,1,1,0,Pro,24.00
20523,B,2024-07-02,mobile,BR,Social,12,1,0,0,Standard,0
20524,B,2024-03-26,mobile,US,Paid Search,4,1,1,1,Pro,216.00
20525,A,2024-07-08,mobile,US,Social,5,0,0,0,NULL,0
20526,A,2024-10-24,mobile,IN,Referral,7,1,0,0,Standard,0
20527,A,2024-11-11,mobile,CA,Social,5,1,0,0,Standard,0
20528,B,2024-01-02,mobile,US,Paid Search,9,0,0,0,NULL,0
20529,A,2024-06-05,desktop,US,Social,5,1,0,0,Standard,0
20530,B,2024-12-29,desktop,DE,Paid Search,10,1,0,0,Pro,0
20531,B,2024-08-17,desktop,US,Social,14,0,0,0,NULL,0
20532,A,2024-05-01,desktop,UK,Organic,9,1,0,0,Standard,0
20533,B,2024-06-05,desktop,UK,Paid Search,7,0,0,0,NULL,0
20534,A,2024-05-11,mobile,BR,Social,10,1,0,0,Standard,0
20535,B,2024-06-27,desktop,BR,Organic,16,1,0,0,Pro,0
20536,B,2024-06-26,desktop,US,Paid Search,8,1,1,1,Standard,72.00
20537,B,2024-07-18,desktop,US,Referral,2,0,0,0,NULL,0
20538,A,2024-07-03,mobile,US,Organic,6,0,0,0,NULL,0
20539,B,2024-07-22,mobile,CA,Paid Search,6,0,0,0,NULL,0
20540,A,2024-01-12,mobile,UK,Referral,12,1,0,0,Standard,0
20541,B,2024-01-24,desktop,US,Organic,3,0,0,0,NULL,0
20542,A,2024-05-29,mobile,IN,Paid Search,10,1,0,0,Standard,0
20543,A,2024-11-24,mobile,UK,Paid Search,7,1,0,0,Standard,0
20544,B,2024-10-24,mobile,US,Organic,11,0,0,0,NULL,0
20545,B,2024-02-16,mobile,UK,Organic,5,1,0,0,Standard,0
20546,A,2024-07-14,desktop,US,Organic,12,0,0,0,NULL,0
20547,B,2024-08-22,mobile,UK,Email,7,1,0,0,Pro,0
20548,A,2024-07-09,mobile,CA,Organic,8,1,0,0,Pro,0
20549,A,2024-09-23,mobile,UK,Social,13,0,0,0,NULL,0
20550,A,2024-12-30,desktop,US,Organic,9,1,1,1,Pro,24.00
20551,B,2024-02-11,desktop,US,Referral,8,1,0,0,Pro,0
20552,A,2024-07-22,mobile,BR,Organic,7,0,0,0,NULL,0
20553,B,2024-07-20,mobile,US,Paid Search,8,0,0,0,NULL,0
20554,B,2024-08-07,mobile,US,Organic,6,1,0,0,Pro,0
20555,A,2024-03-11,mobile,US,Referral,10,1,1,0,Standard,12.00
20556,A,2024-09-03,desktop,UK,Paid Search,7,0,0,0,NULL,0
20557,B,2024-01-19,desktop,BR,Organic,10,1,1,1,Standard,144.00
20558,A,2024-10-08,desktop,CA,Social,7,1,0,0,Standard,0
20559,A,2024-09-11,mobile,UK,Social,8,1,0,0,Standard,0
20560,B,2024-05-14,mobile,IN,Organic,5,1,1,0,Standard,12.00
20561,A,2024-12-27,mobile,US,Social,6,1,0,0,Standard,0
20562,B,2024-11-06,desktop,IN,Social,2,1,0,0,Standard,0
20563,B,2024-07-30,desktop,US,Organic,11,1,0,0,Pro,0
20564,A,2024-12-27,mobile,US,Referral,7,1,1,0,Pro,24.00
20565,A,2024-11-06,mobile,US,Paid Search,17,0,0,0,NULL,0
20566,B,2024-02-28,mobile,BR,Paid Search,17,1,1,1,Standard,120.00
20567,A,2024-08-17,desktop,IN,Referral,8,0,0,0,NULL,0
20568,A,2024-08-14,desktop,US,Referral,14,1,0,0,Pro,0
20569,B,2024-09-08,desktop,UK,Organic,9,1,0,0,Standard,0
20570,B,2024-12-12,mobile,CA,Referral,13,1,1,0,Pro,24.00
20571,A,2024-07-13,mobile,US,Paid Search,10,1,1,1,Pro,144.00
20572,A,2024-02-03,mobile,IN,Social,6,1,0,0,Standard,0
20573,A,2024-07-09,mobile,NULL,Organic,8,1,1,1,Pro,144.00
20574,B,2024-10-23,mobile,US,Organic,8,1,1,0,Pro,24.00
20575,B,2024-05-25,desktop,IN,Email,10,1,0,0,Standard,0
20576,A,2024-01-12,desktop,US,Organic,9,0,0,0,NULL,0
20577,B,2024-05-04,desktop,US,Organic,9,0,0,0,NULL,0
20578,B,2024-09-18,mobile,IN,Paid Search,11,1,1,0,Pro,24.00
20579,A,2024-02-06,mobile,IN,Paid Search,8,1,0,0,Standard,0
20580,A,2024-05-31,desktop,UK,Email,8,0,0,0,NULL,0
20581,B,2024-02-26,mobile,CA,Social,5,1,0,0,Standard,0
20582,B,2024-07-07,mobile,UK,Social,10,1,1,1,Standard,72.00
20583,A,2024-02-29,desktop,US,Email,4,0,0,0,NULL,0
20584,B,2024-02-16,mobile,US,Paid Search,6,1,0,0,Standard,0
20585,B,2024-09-23,desktop,DE,Social,9,1,0,0,Standard,0
20586,B,2024-03-07,desktop,CA,Paid Search,3,1,0,0,Standard,0
20587,B,2024-03-06,mobile,BR,Referral,6,0,0,0,NULL,0
20588,B,2024-08-18,mobile,US,Social,12,0,0,0,NULL,0
20589,A,2024-01-19,desktop,DE,Referral,4,0,0,0,NULL,0
20590,B,2024-01-15,desktop,IN,Paid Search,5,1,0,0,Standard,0
20591,A,2024-06-21,desktop,IN,Social,6,0,0,0,NULL,0
20592,B,2024-05-27,mobile,BR,Organic,13,0,0,0,NULL,0
20593,A,2024-08-01,desktop,IN,Email,13,0,0,0,NULL,0
20594,B,2024-12-28,mobile,IN,Organic,6,0,0,0,NULL,0
20595,B,2024-06-22,desktop,CA,Organic,10,1,0,0,Standard,0
20596,A,2024-08-12,desktop,UK,Social,9,1,0,0,Standard,0
20597,B,2024-12-05,mobile,US,Social,5,1,0,0,Standard,0
20598,A,2024-07-10,desktop,US,Paid Search,9,1,1,1,Standard,72.00
20599,A,2024-10-21,desktop,US,Organic,15,0,0,0,NULL,0
20600,A,2024-08-02,mobile,IN,Paid Search,12,0,0,0,NULL,0
20601,A,2024-09-02,mobile,IN,Social,9,1,0,0,Standard,0
20602,B,2024-12-09,mobile,US,Organic,8,1,0,0,Standard,0
20603,A,2024-01-01,mobile,IN,Paid Search,8,1,1,1,Standard,144.00
20604,A,2024-11-29,mobile,US,Paid Search,12,0,0,0,NULL,0
20605,B,2024-07-15,desktop,IN,Organic,8,1,0,0,Standard,0
20606,A,2024-08-23,mobile,UK,Organic,10,1,0,0,Standard,0
20607,A,2024-06-28,mobile,UK,Email,12,1,0,0,Standard,0
20608,B,2024-04-17,mobile,UK,Email,8,0,0,0,NULL,0
20609,A,2024-01-29,mobile,US,Organic,11,1,1,0,Pro,24.00
20610,A,2024-12-13,mobile,DE,Email,9,1,0,0,Pro,0
20611,B,2024-08-29,mobile,DE,Social,8,1,1,1,Standard,48.00
20612,B,2024-11-20,mobile,BR,Social,6,0,0,0,NULL,0
20613,B,2024-04-29,mobile,US,Paid Search,6,0,0,0,NULL,0
20614,B,2024-04-24,desktop,US,Social,14,0,0,0,NULL,0
20615,B,2024-05-16,mobile,UK,Email,11,1,1,1,Standard,96.00
20616,B,2024-04-05,mobile,IN,Social,11,0,0,0,NULL,0
20617,A,2024-07-15,mobile,US,Organic,12,1,0,0,Pro,0
20618,B,2024-12-10,mobile,US,Paid Search,7,1,0,0,Standard,0
20619,A,2024-11-21,mobile,US,Organic,14,1,0,0,Standard,0
20620,B,2024-07-14,desktop,CA,Referral,6,1,1,1,Pro,144.00
20621,B,2024-05-21,desktop,IN,Paid Search,8,0,0,0,NULL,0
20622,A,2024-08-25,mobile,IN,Organic,5,1,0,0,Standard,0
20623,A,2024-08-25,desktop,US,Social,5,1,1,1,Standard,48.00
20624,B,2024-09-18,desktop,US,Social,11,1,0,0,Standard,0
20625,B,2024-07-29,mobile,UK,Social,7,0,0,0,NULL,0
20626,A,2024-01-12,mobile,US,Referral,6,0,0,0,NULL,0
20627,A,2024-02-02,desktop,BR,Paid Search,9,1,0,0,Standard,0
20628,B,2024-12-22,desktop,US,Referral,10,0,0,0,NULL,0
20629,A,2024-10-09,desktop,DE,Social,12,1,1,0,Standard,12.00
20630,B,2024-12-14,mobile,IN,Organic,10,1,1,1,Standard,12.00
20631,B,2024-05-18,mobile,DE,Social,10,1,1,1,Standard,96.00
20632,B,2024-07-29,mobile,CA,Organic,5,1,1,1,Standard,60.00
20633,A,2024-05-11,mobile,DE,Referral,12,0,0,0,NULL,0
20634,B,2024-12-02,mobile,US,Social,7,1,0,0,Pro,0
20635,A,2024-04-28,desktop,NULL,Social,6,1,1,0,Standard,12.00
20636,B,2024-09-22,desktop,UK,Organic,16,1,0,0,Standard,0
20637,A,2024-03-14,mobile,US,Organic,11,0,0,0,NULL,0
20638,B,2024-02-14,mobile,US,Email,6,1,0,0,Standard,0
20639,B,2024-03-06,desktop,US,Organic,4,1,1,0,Pro,24.00
20640,A,2024-07-26,mobile,CA,Paid Search,4,1,0,0,Standard,0
20641,A,2024-11-11,mobile,DE,Organic,10,0,0,0,NULL,0
20642,B,2024-12-30,desktop,US,Referral,10,0,0,0,NULL,0
20643,B,2024-08-28,desktop,BR,Social,4,1,1,1,Pro,96.00
20644,A,2024-07-28,mobile,CA,Paid Search,11,1,0,0,Standard,0
20645,B,2024-10-23,mobile,US,Organic,7,1,0,0,Standard,0
20646,B,2024-01-28,mobile,UK,Referral,6,1,0,0,Standard,0
20647,A,2024-10-30,mobile,IN,Referral,5,1,1,1,Standard,24.00
20648,B,2024-10-14,mobile,DE,Paid Search,8,1,0,0,Standard,0
20649,B,2024-07-26,mobile,UK,Social,10,1,0,0,Standard,0
20650,B,2024-01-10,mobile,IN,Social,13,0,0,0,NULL,0
20651,B,2024-03-25,desktop,US,Paid Search,8,1,0,0,Standard,0
20652,B,2024-05-29,mobile,NULL,Social,6,0,0,0,NULL,0
20653,B,2024-12-12,mobile,BR,Referral,3,0,0,0,NULL,0
20654,B,2024-09-03,desktop,CA,Organic,8,0,0,0,NULL,0
20655,B,2024-07-20,mobile,UK,Social,8,1,1,1,Pro,120.00
20656,B,2024-07-12,mobile,DE,Paid Search,9,1,0,0,Standard,0
20657,A,2024-10-21,desktop,UK,Organic,9,0,0,0,NULL,0
20658,A,2024-05-12,desktop,BR,Social,12,1,1,1,Pro,192.00
20659,A,2024-02-10,desktop,IN,Paid Search,10,1,0,0,Standard,0
20660,B,2024-09-16,desktop,CA,Email,7,1,0,0,Standard,0
20661,A,2024-05-14,desktop,IN,Referral,4,1,0,0,Standard,0
20662,A,2024-05-12,mobile,US,Paid Search,9,1,0,0,Standard,0
20663,B,2024-06-30,mobile,US,Paid Search,7,1,0,0,Standard,0
20664,A,2024-04-10,desktop,US,Paid Search,10,0,0,0,NULL,0
20665,B,2024-12-06,desktop,US,Social,7,1,1,0,Standard,12.00
20666,A,2024-11-12,desktop,US,Paid Search,7,0,0,0,NULL,0
20667,A,2024-12-28,mobile,US,Organic,6,0,0,0,NULL,0
20668,B,2024-12-19,mobile,US,Social,10,0,0,0,NULL,0
20669,A,2024-05-08,desktop,US,Email,10,1,1,1,Pro,192.00
20670,A,2024-06-02,mobile,BR,Social,11,1,1,1,Standard,84.00
20671,A,2024-09-23,mobile,IN,Organic,9,1,0,0,Pro,0
20672,A,2024-01-07,mobile,DE,Paid Search,6,1,0,0,Standard,0
20673,A,2024-12-29,desktop,IN,Organic,12,0,0,0,NULL,0
20674,B,2024-01-05,mobile,IN,Organic,8,1,0,0,Standard,0
20675,B,2024-07-27,mobile,CA,Email,13,1,1,0,Standard,12.00
20676,B,2024-09-13,desktop,DE,Social,9,1,0,0,Pro,0
20677,A,2024-12-03,mobile,US,Organic,7,1,1,1,Standard,12.00
20678,A,2024-09-05,mobile,US,Organic,10,1,0,0,Standard,0
20679,A,2024-08-19,mobile,CA,Paid Search,15,1,1,1,Standard,48.00
20680,B,2024-05-02,mobile,US,Organic,10,1,1,1,Pro,192.00
20681,B,2024-08-17,desktop,BR,Paid Search,5,1,0,0,Standard,0
20682,A,2024-10-10,mobile,CA,Social,6,1,0,0,Standard,0
20683,B,2024-07-22,desktop,US,Organic,18,1,0,0,Pro,0
20684,A,2024-10-21,desktop,US,Referral,11,0,0,0,NULL,0
20685,B,2024-01-30,mobile,CA,Paid Search,2,1,0,0,Standard,0
20686,A,2024-05-16,mobile,IN,Organic,11,0,0,0,NULL,0
20687,B,2024-12-18,mobile,UK,Organic,11,1,0,0,Pro,0
20688,B,2024-05-12,desktop,US,Paid Search,7,0,0,0,NULL,0
20689,B,2024-08-28,desktop,US,Paid Search,10,1,0,0,Standard,0
20690,B,2024-07-23,mobile,US,Referral,5,1,0,0,Standard,0
20691,B,2024-12-10,mobile,US,Organic,7,1,0,0,Standard,0
20692,A,2024-03-09,desktop,US,Referral,12,0,0,0,NULL,0
20693,A,2024-05-02,desktop,US,Social,7,1,1,1,Standard,96.00
20694,A,2024-11-17,mobile,CA,Email,6,0,0,0,NULL,0
20695,B,2024-09-12,desktop,US,Social,5,0,0,0,NULL,0
20696,A,2024-07-31,mobile,IN,Paid Search,3,1,0,0,Standard,0
20697,B,2024-06-07,mobile,US,Organic,7,1,1,0,Standard,12.00
20698,A,2024-06-13,mobile,US,Social,11,1,0,0,Standard,0
20699,A,2024-12-10,mobile,IN,Email,6,1,0,0,Standard,0
20700,B,2024-09-14,mobile,BR,Email,6,0,0,0,NULL,0
20701,A,2024-12-08,mobile,CA,Referral,16,0,0,0,NULL,0
20702,B,2024-12-22,mobile,UK,Social,5,0,0,0,NULL,0
20703,A,2024-08-02,desktop,BR,Paid Search,6,1,0,0,Standard,0
20704,B,2024-08-24,mobile,US,Organic,16,1,0,0,Standard,0
20705,A,2024-09-09,desktop,CA,Paid Search,9,1,1,0,Standard,12.00
20706,B,2024-11-09,mobile,US,Organic,7,1,1,1,Standard,24.00
20707,A,2024-09-10,desktop,US,Social,9,1,0,0,Standard,0
20708,B,2024-02-18,mobile,IN,Paid Search,10,1,0,0,Standard,0
20709,A,2024-12-12,desktop,CA,Social,12,1,0,0,Pro,0
20710,A,2024-09-11,mobile,UK,Social,9,0,0,0,NULL,0
20711,A,2024-11-19,desktop,US,Social,9,1,0,0,Pro,0
20712,B,2024-06-19,mobile,DE,Email,10,1,1,1,Standard,84.00
20713,B,2024-07-07,desktop,US,Social,10,0,0,0,NULL,0
20714,A,2024-09-20,desktop,US,Referral,12,0,0,0,NULL,0
20715,B,2024-10-19,desktop,US,Social,9,1,0,0,Standard,0
20716,A,2024-02-03,mobile,DE,Paid Search,4,0,0,0,NULL,0
20717,B,2024-06-12,mobile,US,Social,9,0,0,0,NULL,0
20718,A,2024-10-17,desktop,UK,Email,11,1,1,0,Pro,24.00
20719,B,2024-12-28,mobile,US,Organic,12,0,0,0,NULL,0
20720,B,2024-01-05,mobile,US,Paid Search,5,1,0,0,Standard,0
20721,B,2024-04-19,mobile,US,Organic,16,1,0,0,Pro,0
20722,B,2024-07-03,mobile,US,Paid Search,16,1,0,0,Standard,0
20723,A,2024-04-02,desktop,US,Referral,11,1,1,0,Pro,24.00
20724,B,2024-01-12,desktop,CA,Social,11,1,1,1,Pro,288.00
20725,A,2024-07-30,mobile,BR,Paid Search,5,1,1,1,Standard,60.00
20726,A,2024-09-06,desktop,US,Organic,5,1,0,0,Standard,0
20727,A,2024-06-15,mobile,US,Referral,7,1,0,0,Standard,0
20728,B,2024-05-29,mobile,DE,Email,15,1,0,0,Standard,0
20729,A,2024-12-26,desktop,CA,Paid Search,8,1,1,1,Standard,12.00
20730,B,2024-07-08,mobile,UK,Organic,10,1,0,0,Standard,0
20731,B,2024-10-27,mobile,US,Paid Search,6,1,0,0,Standard,0
20732,A,2024-04-28,mobile,US,Organic,15,0,0,0,NULL,0
20733,B,2024-11-06,mobile,BR,Organic,9,0,0,0,NULL,0
20734,B,2024-11-04,desktop,US,Paid Search,3,0,0,0,NULL,0
20735,A,2024-04-20,desktop,US,Paid Search,2,0,0,0,NULL,0
20736,B,2024-09-09,desktop,US,Organic,11,1,0,0,Standard,0
20737,B,2024-09-18,mobile,UK,Paid Search,6,0,0,0,NULL,0
20738,A,2024-06-25,mobile,IN,Email,15,1,1,1,Standard,72.00
20739,B,2024-10-18,mobile,CA,Email,6,0,0,0,NULL,0
20740,A,2024-05-05,mobile,UK,Social,9,1,0,0,Standard,0
20741,B,2024-07-10,mobile,CA,Paid Search,9,1,0,0,Pro,0
20742,A,2024-12-27,desktop,NULL,Organic,9,0,0,0,NULL,0
20743,B,2024-03-15,desktop,IN,Organic,8,1,0,0,Standard,0
20744,A,2024-03-03,mobile,US,Organic,6,1,0,0,Standard,0
20745,A,2024-02-29,mobile,IN,Social,5,1,0,0,Standard,0
20746,A,2024-12-30,mobile,US,Referral,7,1,0,0,Standard,0
20747,A,2024-03-08,desktop,BR,Paid Search,8,1,0,0,Standard,0
20748,B,2024-03-20,mobile,IN,Paid Search,11,0,0,0,NULL,0
20749,B,2024-09-22,mobile,DE,Referral,7,1,1,1,Standard,36.00
20750,A,2024-10-14,mobile,BR,Social,8,0,0,0,NULL,0
20751,B,2024-07-26,mobile,US,Referral,5,0,0,0,NULL,0
20752,B,2024-12-25,mobile,US,Paid Search,6,0,0,0,NULL,0
20753,A,2024-01-17,mobile,CA,Organic,14,1,1,0,Standard,12.00
20754,A,2024-08-28,mobile,IN,Organic,4,0,0,0,NULL,0
20755,B,2024-08-23,mobile,CA,Social,6,1,0,0,Standard,0
20756,B,2024-05-11,mobile,US,Organic,13,1,0,0,Standard,0
20757,B,2024-11-28,desktop,US,Social,4,0,0,0,NULL,0
20758,B,2024-08-04,desktop,CA,Paid Search,13,0,0,0,NULL,0
20759,A,2024-04-11,desktop,BR,Paid Search,6,1,1,1,Standard,108.00
20760,A,2024-02-07,mobile,NULL,Social,5,0,0,0,NULL,0
20761,A,2024-02-15,mobile,CA,Email,8,0,0,0,NULL,0
20762,B,2024-11-28,desktop,US,Email,8,1,0,0,Pro,0
20763,B,2024-04-13,mobile,US,Social,10,0,0,0,NULL,0
20764,B,2024-12-01,desktop,US,Referral,15,0,0,0,NULL,0
20765,B,2024-02-21,desktop,UK,Organic,7,0,0,0,NULL,0
20766,A,2024-12-25,mobile,CA,Email,8,1,0,0,Standard,0
20767,A,2024-11-07,mobile,IN,Organic,11,1,0,0,Pro,0
20768,A,2024-02-19,mobile,IN,Social,17,1,1,1,Pro,264.00
20769,A,2024-02-06,mobile,IN,Organic,17,1,0,0,Standard,0
20770,A,2024-10-28,mobile,US,Social,11,1,0,0,Standard,0
20771,A,2024-02-03,mobile,BR,Referral,5,1,0,0,Pro,0
20772,A,2024-04-18,mobile,US,Organic,12,1,0,0,Standard,0
20773,B,2024-10-28,mobile,BR,Email,5,0,0,0,NULL,0
20774,B,2024-12-01,mobile,US,Paid Search,13,0,0,0,NULL,0
20775,B,2024-10-16,desktop,IN,Paid Search,8,1,0,0,Pro,0
20776,A,2024-11-26,mobile,DE,Organic,6,1,0,0,Standard,0
20777,A,2024-08-06,mobile,US,Organic,7,0,0,0,NULL,0
20778,A,2024-10-21,desktop,UK,Social,11,1,0,0,Pro,0
20779,A,2024-05-20,mobile,US,Organic,9,1,0,0,Standard,0
20780,B,2024-10-22,desktop,US,Social,10,0,0,0,NULL,0
20781,A,2024-09-17,desktop,US,Organic,9,1,1,1,Standard,48.00
20782,B,2024-08-12,mobile,US,Organic,4,1,0,0,Standard,0
20783,A,2024-12-28,mobile,US,Social,4,1,0,0,Standard,0
20784,A,2024-07-05,desktop,BR,Paid Search,3,0,0,0,NULL,0
20785,A,2024-08-27,mobile,BR,Paid Search,7,1,0,0,Standard,0
20786,B,2024-07-19,mobile,US,Paid Search,6,0,0,0,NULL,0
20787,A,2024-04-17,desktop,CA,Paid Search,6,1,0,0,Pro,0
20788,A,2024-05-14,mobile,CA,Referral,9,1,0,0,Pro,0
20789,A,2024-12-24,mobile,US,Paid Search,14,1,1,1,Standard,12.00
20790,B,2024-06-06,mobile,US,Referral,7,1,0,0,Standard,0
20791,A,2024-09-17,desktop,CA,Social,13,0,0,0,NULL,0
20792,B,2024-08-09,desktop,US,Social,8,1,1,0,Standard,12.00
20793,A,2024-11-26,mobile,US,Referral,13,1,1,0,Standard,12.00
20794,A,2024-10-13,mobile,US,Organic,6,1,0,0,Standard,0
20795,A,2024-02-04,desktop,UK,Email,7,0,0,0,NULL,0
20796,B,2024-05-24,desktop,US,Paid Search,10,1,1,0,Standard,12.00
20797,B,2024-09-28,desktop,NULL,Social,12,1,1,0,Standard,12.00
20798,A,2024-03-08,mobile,US,Organic,12,1,1,0,Standard,12.00
20799,A,2024-07-17,mobile,US,Social,4,0,0,0,NULL,0
20800,B,2024-05-09,mobile,CA,Referral,10,0,0,0,NULL,0
20801,A,2024-01-28,desktop,UK,Paid Search,10,0,0,0,NULL,0
20802,B,2024-12-30,desktop,DE,Social,10,1,0,0,Pro,0
20803,A,2024-12-08,desktop,IN,Paid Search,8,1,0,0,Standard,0
20804,A,2024-10-10,desktop,IN,Social,6,0,0,0,NULL,0
20805,B,2024-03-25,desktop,IN,Organic,9,0,0,0,NULL,0
20806,B,2024-12-27,mobile,US,Paid Search,10,0,0,0,NULL,0
20807,A,2024-08-31,desktop,BR,Referral,12,1,0,0,Standard,0
20808,B,2024-12-20,mobile,US,Organic,12,0,0,0,NULL,0
